Load, Connected KVA, Allocation Factor, Phases, kW, kvar, PF, Model
228091193A0B,      0.0, 0.500, 1,     13.9,      3.5, 0.970, 1
228091193B0A,      0.0, 0.500, 1,     11.1,      2.8, 0.970, 1
228091193B0B,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
228091193C0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
228091193C0B,      0.0, 0.500, 1,     16.0,      4.0, 0.970, 1
228219458B0A,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
228219458B0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
228314460C0A,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
228314460C0B,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
228445756C0A,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
228445756C0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
228446184A0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
228446184A0B,      0.0, 0.500, 1,      5.9,      1.5, 0.970, 1
228532641A0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
228532641A0B,      0.0, 0.500, 1,     11.3,      2.8, 0.970, 1
228549643A0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
228549643A0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
228580047B0A,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
228580047B0B,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
228622562A0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
228622562A0B,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
228665517C0A,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
228665517C0B,      0.0, 0.500, 1,      8.6,      2.2, 0.970, 1
229106135C0A,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
229106135C0B,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
2212168866C0A,      0.0, 0.500, 1,      6.4,      1.6, 0.970, 1
2212168866C0B,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
2212168870C0A,      0.0, 0.500, 1,      9.9,      2.5, 0.970, 1
2212168870C0B,      0.0, 0.500, 1,     10.5,      2.6, 0.970, 1
2212168874C0A,      0.0, 0.500, 1,      5.9,      1.5, 0.970, 1
2212168874C0B,      0.0, 0.500, 1,     14.4,      3.6, 0.970, 1
2212168880C0A,      0.0, 0.500, 1,     16.8,      4.2, 0.970, 1
2212168880C0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
2212168887C0A,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
2212168887C0B,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
2212371533C0A,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
2212371533C0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
2223661373A0A,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
2223661373A0B,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
2223664050B0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
2223664050B0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
2223703238C0A,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
2223703238C0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
2223878647B0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
2223878647B0B,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
2224061203C0A,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
2224061203C0B,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
2224179616C0A,      0.0, 0.500, 1,      4.6,      1.1, 0.970, 1
2224179616C0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
2224192013A0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
2224192013A0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
2224230615C0A,      0.0, 0.500, 1,     12.5,      3.1, 0.970, 1
2224230615C0B,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
2224230651C0A,      0.0, 0.500, 1,     15.6,      3.9, 0.970, 1
2224230651C0B,      0.0, 0.500, 1,     14.9,      3.7, 0.970, 1
2224230689C0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
2224230689C0B,      0.0, 0.500, 1,     27.6,      6.9, 0.970, 1
2224230754C0A,      0.0, 0.500, 1,     10.6,      2.7, 0.970, 1
2224230754C0B,      0.0, 0.500, 1,      4.6,      1.2, 0.970, 1
2224237380A0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
2224237380A0B,      0.0, 0.500, 1,      9.7,      2.4, 0.970, 1
2224237384A0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
2224237384A0B,      0.0, 0.500, 1,     11.7,      2.9, 0.970, 1
2224237391A0A,      0.0, 0.500, 1,      7.1,      1.8, 0.970, 1
2224237391A0B,      0.0, 0.500, 1,      1.8,      0.4, 0.970, 1
2224237546A0A,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
2224237546A0B,      0.0, 0.500, 1,      9.9,      2.5, 0.970, 1
2224237643A0A,      0.0, 0.500, 1,     11.0,      2.7, 0.970, 1
2224237643A0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
2224237653A0A,      0.0, 0.500, 1,     13.1,      3.3, 0.970, 1
2224237653A0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
2224237713A0A,      0.0, 0.500, 1,     11.3,      2.8, 0.970, 1
2224237713A0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
2224237718A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
2224237718A0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
2224238167A0A,      0.0, 0.500, 1,     11.0,      2.7, 0.970, 1
2224238167A0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
2224386592A0A,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
2224386592A0B,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
2224386617A0A,      0.0, 0.500, 1,     10.5,      2.6, 0.970, 1
2224386617A0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
2224386750A0A,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
2224386750A0B,      0.0, 0.500, 1,      4.2,      1.0, 0.970, 1
2224386815A0A,      0.0, 0.500, 1,      4.2,      1.0, 0.970, 1
2224386815A0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
2224386842A0A,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
2224386842A0B,      0.0, 0.500, 1,      9.3,      2.3, 0.970, 1
2224386863A0A,      0.0, 0.500, 1,     11.4,      2.9, 0.970, 1
2224386863A0B,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
2224386874A0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
2224386874A0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
2224386889A0A,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
2224386889A0B,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
2224386946A0A,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
2224386946A0B,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
2224387019A0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
2224387019A0B,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
2224387053A0A,      0.0, 0.500, 1,     13.3,      3.3, 0.970, 1
2224387053A0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
2224387062A0A,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
2224387062A0B,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
2224387074A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
2224387074A0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
2224387113A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
2224387113A0B,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
2224387138A0A,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
2224387138A0B,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
2224490448C0A,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
2224490448C0B,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
2224500658A0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
2224500658A0B,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
